"CUST_ID","CUST_GENDER","CUST_YEAR_OF_BIRTH","CUST_MARITAL_STATUS","CUST_INCOME_LEVEL","CUST_CREDIT_LIMIT"
"33437","M","1982","married","&quot;L: 300,000 and above&quot;","9000"
"38770","M","1961","married","&quot;L: 300,000 and above&quot;","9000"
"42326","M","1961","single","&quot;L: 300,000 and above&quot;","9000"
"16458","M","1965","married","&quot;L: 300,000 and above&quot;","11000"
"46104","M","1957","married","&quot;L: 300,000 and above&quot;","9000"
"49659","M","1967","single","&quot;L: 300,000 and above&quot;","9000"
"3215","M","1963","married","&quot;L: 300,000 and above&quot;","11000"
"6771","M","1987","","&quot;L: 300,000 and above&quot;","9000"
"10326","M","1962","single","&quot;L: 300,000 and above&quot;","9000"
"13882","M","1964","married","&quot;L: 300,000 and above&quot;","11000"
"17437","M","1959","married","&quot;L: 300,000 and above&quot;","9000"
"20072","M","1970","single","&quot;F: 110,000 - 129,999&quot;","3000"
"23628","M","1952","married","&quot;F: 110,000 - 129,999&quot;","5000"
"27183","M","1973","","&quot;F: 110,000 - 129,999&quot;","10000"
"30738","M","1966","single","&quot;F: 110,000 - 129,999&quot;","3000"
"34293","M","1948","married","&quot;F: 110,000 - 129,999&quot;","5000"
"36073","M","1969","","&quot;B: 30,000 - 49,999&quot;","1500"
"8476","F","1965","single","&quot;H: 150,000 - 169,999&quot;","10000"
"12031","F","1946","single","&quot;H: 150,000 - 169,999&quot;","5000"
"15588","F","1978","single","&quot;H: 150,000 - 169,999&quot;","5000"
"19143","F","1952","single","&quot;H: 150,000 - 169,999&quot;","10000"
"47958","F","1968","single","&quot;H: 150,000 - 169,999&quot;","3000"
"22698","F","1952","single","&quot;H: 150,000 - 169,999&quot;","3000"
"26254","F","1949","single","&quot;H: 150,000 - 169,999&quot;","7000"
"29809","F","1979","single","&quot;H: 150,000 - 169,999&quot;","10000"
"33365","F","1950","single","&quot;H: 150,000 - 169,999&quot;","3000"
"37810","F","1955","single","&quot;H: 150,000 - 169,999&quot;","10000"
"41365","F","1951","single","&quot;H: 150,000 - 169,999&quot;","3000"
"44920","F","1983","single","&quot;H: 150,000 - 169,999&quot;","5000"
"6847","F","1970","single","&quot;H: 150,000 - 169,999&quot;","5000"
"42402","F","1950","single","&quot;H: 150,000 - 169,999&quot;","10000"
"48698","F","1950","single","&quot;H: 150,000 - 169,999&quot;","3000"
"2255","F","1952","single","&quot;H: 150,000 - 169,999&quot;","5000"
"44931","F","1946","single","&quot;H: 150,000 - 169,999&quot;","5000"
"6958","F","1976","single","&quot;H: 150,000 - 169,999&quot;","3000"
"42513","F","1974","single","&quot;H: 150,000 - 169,999&quot;","5000"
"48709","F","1946","single","&quot;H: 150,000 - 169,999&quot;","15000"
"2266","F","1948","single","&quot;H: 150,000 - 169,999&quot;","5000"
"5821","F","1966","single","&quot;H: 150,000 - 169,999&quot;","5000"
"9376","F","1951","single","&quot;H: 150,000 - 169,999&quot;","10000"
"12932","F","1972","single","&quot;H: 150,000 - 169,999&quot;","3000"
"16487","F","1954","single","&quot;H: 150,000 - 169,999&quot;","5000"
"20043","F","1975","single","&quot;H: 150,000 - 169,999&quot;","10000"
"23599","F","1968","single","&quot;H: 150,000 - 169,999&quot;","3000"
"27154","F","1954","single","&quot;H: 150,000 - 169,999&quot;","5000"
"30709","F","1959","single","&quot;H: 150,000 - 169,999&quot;","10000"
"34264","F","1986","single","&quot;H: 150,000 - 169,999&quot;","3000"
"36932","F","1985","single","&quot;H: 150,000 - 169,999&quot;","3000"
"40487","F","1947","single","&quot;H: 150,000 - 169,999&quot;","7000"
"44042","F","1951","single","&quot;H: 150,000 - 169,999&quot;","10000"
"33624","F","1948","single","&quot;H: 150,000 - 169,999&quot;","5000"
"47821","F","1957","single","&quot;H: 150,000 - 169,999&quot;","5000"
"1377","F","1945","single","&quot;H: 150,000 - 169,999&quot;","15000"
"4932","F","1947","single","&quot;H: 150,000 - 169,999&quot;","5000"
"8487","F","1949","single","&quot;H: 150,000 - 169,999&quot;","7000"
"12042","F","1947","single","&quot;H: 150,000 - 169,999&quot;","15000"
"15599","F","1952","single","&quot;H: 150,000 - 169,999&quot;","3000"
"19154","F","1951","single","&quot;H: 150,000 - 169,999&quot;","5000"
"48069","F","1981","","&quot;H: 150,000 - 169,999&quot;","10000"
"22709","F","1963","single","&quot;H: 150,000 - 169,999&quot;","10000"
"15654","F","1935","married","&quot;D: 70,000 - 89,999&quot;","5000"
"19209","F","1959","","&quot;D: 70,000 - 89,999&quot;","10000"
"48624","F","1936","single","&quot;D: 70,000 - 89,999&quot;","3000"
"22764","F","1978","single","&quot;D: 70,000 - 89,999&quot;","3000"
"26320","F","1932","married","&quot;D: 70,000 - 89,999&quot;","5000"
"29875","F","1965","","&quot;D: 70,000 - 89,999&quot;","10000"
"33431","F","1981","single","&quot;D: 70,000 - 89,999&quot;","3000"
"36099","M","1957","","&quot;F: 110,000 - 129,999&quot;","7000"
"39654","M","1984","single","&quot;F: 110,000 - 129,999&quot;","9000"
"43209","M","1975","married","&quot;F: 110,000 - 129,999&quot;","1500"
"25302","M","1947","","&quot;F: 110,000 - 129,999&quot;","7000"
"46988","M","1974","single","&quot;F: 110,000 - 129,999&quot;","9000"
"50543","M","1972","married","&quot;F: 110,000 - 129,999&quot;","1500"
"4099","M","1940","","&quot;F: 110,000 - 129,999&quot;","7000"
"7654","M","1946","single","&quot;F: 110,000 - 129,999&quot;","9000"
"11210","M","1964","married","&quot;F: 110,000 - 129,999&quot;","1500"
"14766","M","1949","","&quot;F: 110,000 - 129,999&quot;","7000"
"18321","M","1970","single","&quot;F: 110,000 - 129,999&quot;","9000"
"21876","M","1952","married","&quot;F: 110,000 - 129,999&quot;","1500"
"25432","M","1973","","&quot;F: 110,000 - 129,999&quot;","7000"
"28988","M","1966","single","&quot;F: 110,000 - 129,999&quot;","9000"
"32543","M","1948","married","&quot;F: 110,000 - 129,999&quot;","1500"
"36988","M","1944","single","&quot;F: 110,000 - 129,999&quot;","9000"
"40543","M","1950","married","&quot;F: 110,000 - 129,999&quot;","1500"
"44098","M","1969","","&quot;F: 110,000 - 129,999&quot;","7000"
"34190","M","1938","single","&quot;F: 110,000 - 129,999&quot;","9000"
"47877","M","1976","married","&quot;F: 110,000 - 129,999&quot;","1500"
"1433","M","1946","","&quot;F: 110,000 - 129,999&quot;","7000"
"4988","M","1948","single","&quot;F: 110,000 - 129,999&quot;","9000"
"8543","M","1943","married","&quot;F: 110,000 - 129,999&quot;","1500"
"12098","M","1977","","&quot;F: 110,000 - 129,999&quot;","7000"
"15655","M","1948","single","&quot;F: 110,000 - 129,999&quot;","9000"
"19210","M","1949","married","&quot;F: 110,000 - 129,999&quot;","1500"
"11178","M","1933","single","&quot;D: 70,000 - 89,999&quot;","3000"
"14734","M","1976","married","&quot;D: 70,000 - 89,999&quot;","5000"
"18289","M","1977","","&quot;D: 70,000 - 89,999&quot;","10000"
"21844","M","1936","single","&quot;D: 70,000 - 89,999&quot;","3000"
"25400","M","1953","married","&quot;D: 70,000 - 89,999&quot;","5000"
"28956","M","1929","","&quot;D: 70,000 - 89,999&quot;","15000"
"32511","M","1943","single","&quot;D: 70,000 - 89,999&quot;","3000"
"38733","M","1941","married","&quot;D: 70,000 - 89,999&quot;","5000"
"42289","M","1943","","&quot;D: 70,000 - 89,999&quot;","10000"
"16091","M","1960","single","&quot;D: 70,000 - 89,999&quot;","3000"
"46067","M","1966","married","&quot;D: 70,000 - 89,999&quot;","5000"
"49622","M","1934","","&quot;D: 70,000 - 89,999&quot;","10000"
"48719","F","1957","","&quot;F: 110,000 - 129,999&quot;","7000"
"2276","F","1984","single","&quot;F: 110,000 - 129,999&quot;","9000"
"5831","F","1975","married","&quot;F: 110,000 - 129,999&quot;","1500"
"9386","F","1963","","&quot;F: 110,000 - 129,999&quot;","7000"
"12942","F","1938","single","&quot;F: 110,000 - 129,999&quot;","9000"
"16497","F","1976","married","&quot;F: 110,000 - 129,999&quot;","1500"
"20053","F","1946","","&quot;F: 110,000 - 129,999&quot;","7000"
"23609","F","1948","single","&quot;F: 110,000 - 129,999&quot;","9000"
"27164","F","1943","married","&quot;F: 110,000 - 129,999&quot;","1500"
"30719","F","1977","","&quot;F: 110,000 - 129,999&quot;","7000"
"34274","F","1948","single","&quot;F: 110,000 - 129,999&quot;","9000"
"13841","M","1980","married","&quot;E: 90,000 - 109,999&quot;","5000"
"17396","M","1955","","&quot;E: 90,000 - 109,999&quot;","10000"
"20951","M","1957","","&quot;E: 90,000 - 109,999&quot;","3000"
"24508","M","1952","married","&quot;E: 90,000 - 109,999&quot;","5000"
"28063","M","1958","","&quot;E: 90,000 - 109,999&quot;","10000"
"31618","M","1937","","&quot;E: 90,000 - 109,999&quot;","3000"
"35174","M","1977","married","&quot;E: 90,000 - 109,999&quot;","5000"
"37841","M","1970","married","&quot;E: 90,000 - 109,999&quot;","5000"
"41396","M","1964","","&quot;E: 90,000 - 109,999&quot;","10000"
"44951","M","1981","","&quot;E: 90,000 - 109,999&quot;","3000"
"7158","M","1946","","&quot;E: 90,000 - 109,999&quot;","3000"
"42713","M","1940","married","&quot;E: 90,000 - 109,999&quot;","5000"
"48729","M","1976","","&quot;E: 90,000 - 109,999&quot;","10000"
"2286","M","1947","","&quot;E: 90,000 - 109,999&quot;","3000"
"5841","M","1947","married","&quot;E: 90,000 - 109,999&quot;","5000"
"9396","M","1944","","&quot;E: 90,000 - 109,999&quot;","10000"
"12952","M","1961","","&quot;E: 90,000 - 109,999&quot;","3000"
"16507","M","1967","married","&quot;E: 90,000 - 109,999&quot;","5000"
"20063","M","1938","","&quot;E: 90,000 - 109,999&quot;","10000"
"23619","M","1941","","&quot;E: 90,000 - 109,999&quot;","3000"
"27174","M","1949","married","&quot;E: 90,000 - 109,999&quot;","5000"
"30729","M","1968","","&quot;E: 90,000 - 109,999&quot;","10000"
"34284","M","1959","","&quot;E: 90,000 - 109,999&quot;","3000"
"36952","M","1934","","&quot;E: 90,000 - 109,999&quot;","3000"
"40507","M","1975","married","&quot;E: 90,000 - 109,999&quot;","5000"
"44062","M","1943","","&quot;E: 90,000 - 109,999&quot;","10000"
"33824","M","1945","","&quot;E: 90,000 - 109,999&quot;","3000"
"47841","M","1963","married","&quot;E: 90,000 - 109,999&quot;","5000"
"1397","M","1948","","&quot;E: 90,000 - 109,999&quot;","10000"
"4952","M","1969","","&quot;E: 90,000 - 109,999&quot;","3000"
"8507","M","1951","married","&quot;E: 90,000 - 109,999&quot;","5000"
"12062","M","1972","","&quot;E: 90,000 - 109,999&quot;","10000"
"15619","M","1965","","&quot;E: 90,000 - 109,999&quot;","3000"
"19174","M","1945","married","&quot;E: 90,000 - 109,999&quot;","5000"
"48269","M","1937","","&quot;E: 90,000 - 109,999&quot;","10000"
"39628","M","1962","single","&quot;B: 30,000 - 49,999&quot;","1500"
"43183","M","1936","married","&quot;B: 30,000 - 49,999&quot;","1500"
"25036","M","1963","","&quot;B: 30,000 - 49,999&quot;","1500"
"46962","M","1979","single","&quot;B: 30,000 - 49,999&quot;","1500"
"50517","M","1929","married","&quot;B: 30,000 - 49,999&quot;","3000"
"4073","M","1939","","&quot;B: 30,000 - 49,999&quot;","1500"
"7628","M","1970","single","&quot;B: 30,000 - 49,999&quot;","1500"
"11184","M","1968","married","&quot;B: 30,000 - 49,999&quot;","1500"
"14740","M","1928","","&quot;B: 30,000 - 49,999&quot;","1500"
"18295","M","1942","single","&quot;B: 30,000 - 49,999&quot;","1500"
"21850","M","1960","married","&quot;B: 30,000 - 49,999&quot;","1500"
"25406","M","1945","","&quot;B: 30,000 - 49,999&quot;","1500"
"28962","M","1966","single","&quot;B: 30,000 - 49,999&quot;","1500"
"32517","M","1948","married","&quot;B: 30,000 - 49,999&quot;","1500"
"36962","M","1958","single","&quot;B: 30,000 - 49,999&quot;","1500"
"40517","M","1964","married","&quot;B: 30,000 - 49,999&quot;","1500"
"44072","M","1926","","&quot;B: 30,000 - 49,999&quot;","1500"
"33924","M","1980","single","&quot;B: 30,000 - 49,999&quot;","1500"
"47851","M","1971","married","&quot;B: 30,000 - 49,999&quot;","1500"
"1407","M","1959","","&quot;B: 30,000 - 49,999&quot;","1500"
"4962","M","1922","single","&quot;B: 30,000 - 49,999&quot;","1500"
"8517","M","1972","married","&quot;B: 30,000 - 49,999&quot;","1500"
"12072","M","1934","","&quot;B: 30,000 - 49,999&quot;","1500"
"15629","M","1940","single","&quot;B: 30,000 - 49,999&quot;","1500"
"19184","M","1931","married","&quot;B: 30,000 - 49,999&quot;","1500"
"48369","M","1953","","&quot;B: 30,000 - 49,999&quot;","1500"
"22739","M","1973","","&quot;B: 30,000 - 49,999&quot;","1500"
"26295","M","1944","single","&quot;B: 30,000 - 49,999&quot;","1500"
"29850","M","1941","married","&quot;B: 30,000 - 49,999&quot;","1500"
"33406","M","1938","","&quot;B: 30,000 - 49,999&quot;","1500"
"38739","M","1957","","&quot;B: 30,000 - 49,999&quot;","1500"
"42295","M","1976","single","&quot;B: 30,000 - 49,999&quot;","1500"
"25416","M","1965","single","&quot;H: 150,000 - 169,999&quot;","10000"
"28972","M","1946","single","&quot;H: 150,000 - 169,999&quot;","5000"
"32527","M","1978","single","&quot;H: 150,000 - 169,999&quot;","5000"
"37861","M","1957","single","&quot;H: 150,000 - 169,999&quot;","5000"
"41416","M","1945","single","&quot;H: 150,000 - 169,999&quot;","15000"
"44971","M","1947","single","&quot;H: 150,000 - 169,999&quot;","5000"
"7358","M","1953","single","&quot;H: 150,000 - 169,999&quot;","3000"
"42913","M","1949","single","&quot;H: 150,000 - 169,999&quot;","7000"
"48749","M","1955","single","&quot;H: 150,000 - 169,999&quot;","10000"
"2306","M","1951","single","&quot;H: 150,000 - 169,999&quot;","3000"
"5861","M","1983","single","&quot;H: 150,000 - 169,999&quot;","5000"
"9416","M","1958","single","&quot;H: 150,000 - 169,999&quot;","10000"
"26265","F","1982","single","&quot;H: 150,000 - 169,999&quot;","3000"
"29820","F","1948","single","&quot;H: 150,000 - 169,999&quot;","7000"
"33376","F","1969","single","&quot;H: 150,000 - 169,999&quot;","10000"
"36043","F","1961","single","&quot;H: 150,000 - 169,999&quot;","10000"
"39598","F","1949","single","&quot;H: 150,000 - 169,999&quot;","5000"
"43153","F","1980","single","&quot;H: 150,000 - 169,999&quot;","5000"
"24736","F","1967","single","&quot;H: 150,000 - 169,999&quot;","10000"
"46932","F","1984","single","&quot;H: 150,000 - 169,999&quot;","3000"
"50487","F","1953","single","&quot;H: 150,000 - 169,999&quot;","5000"
"7608","F","1941","single","&quot;F: 110,000 - 129,999&quot;","9000"
"11164","F","1978","married","&quot;F: 110,000 - 129,999&quot;","1500"
"14720","F","1979","","&quot;F: 110,000 - 129,999&quot;","7000"
"18275","F","1942","single","&quot;F: 110,000 - 129,999&quot;","9000"
"21830","F","1955","married","&quot;F: 110,000 - 129,999&quot;","1500"
"25386","F","1937","","&quot;F: 110,000 - 129,999&quot;","7000"
"28942","F","1945","single","&quot;F: 110,000 - 129,999&quot;","9000"
"32497","F","1947","married","&quot;F: 110,000 - 129,999&quot;","1500"
"38720","F","1963","married","&quot;E: 90,000 - 109,999&quot;","5000"
"42276","F","1948","","&quot;E: 90,000 - 109,999&quot;","10000"
"15958","F","1940","","&quot;E: 90,000 - 109,999&quot;","3000"
"46054","F","1939","married","&quot;E: 90,000 - 109,999&quot;","5000"
"49609","F","1960","","&quot;E: 90,000 - 109,999&quot;","10000"
"3165","F","1979","","&quot;E: 90,000 - 109,999&quot;","3000"
"6721","F","1936","married","&quot;E: 90,000 - 109,999&quot;","5000"
"10276","F","1966","","&quot;E: 90,000 - 109,999&quot;","10000"
"13832","F","1982","","&quot;E: 90,000 - 109,999&quot;","3000"
"17387","F","1938","married","&quot;E: 90,000 - 109,999&quot;","5000"
"20942","F","1945","","&quot;E: 90,000 - 109,999&quot;","10000"
"24499","F","1973","","&quot;E: 90,000 - 109,999&quot;","3000"
"28054","F","1971","married","&quot;E: 90,000 - 109,999&quot;","5000"
"31609","F","1937","","&quot;E: 90,000 - 109,999&quot;","10000"
"35165","F","1945","","&quot;E: 90,000 - 109,999&quot;","3000"
"36943","F","1953","","&quot;E: 90,000 - 109,999&quot;","10000"
"40498","F","1944","","&quot;E: 90,000 - 109,999&quot;","3000"
"44053","F","1943","married","&quot;E: 90,000 - 109,999&quot;","5000"
"33735","F","1944","","&quot;E: 90,000 - 109,999&quot;","10000"
"47832","F","1961","","&quot;E: 90,000 - 109,999&quot;","3000"
"1388","F","1967","married","&quot;E: 90,000 - 109,999&quot;","5000"
"4943","F","1938","","&quot;E: 90,000 - 109,999&quot;","10000"
"8498","F","1941","","&quot;E: 90,000 - 109,999&quot;","3000"
"12053","F","1949","married","&quot;E: 90,000 - 109,999&quot;","5000"
"15610","F","1968","","&quot;E: 90,000 - 109,999&quot;","10000"
"19165","F","1959","","&quot;E: 90,000 - 109,999&quot;","3000"
"48180","F","1947","married","&quot;E: 90,000 - 109,999&quot;","5000"
"3178","M","1938","single","&quot;D: 70,000 - 89,999&quot;","3000"
"6734","M","1948","married","&quot;D: 70,000 - 89,999&quot;","5000"
"10289","M","1967","","&quot;D: 70,000 - 89,999&quot;","10000"
"13845","M","1958","single","&quot;D: 70,000 - 89,999&quot;","3000"
"17400","M","1969","married","&quot;D: 70,000 - 89,999&quot;","5000"
"20955","M","1963","","&quot;D: 70,000 - 89,999&quot;","10000"
"24512","M","1980","single","&quot;D: 70,000 - 89,999&quot;","3000"
"28067","M","1949","married","&quot;D: 70,000 - 89,999&quot;","5000"
"31622","M","1952","","&quot;D: 70,000 - 89,999&quot;","10000"
"35178","M","1941","single","&quot;D: 70,000 - 89,999&quot;","3000"
"36068","M","1942","","&quot;C: 50,000 - 69,999&quot;","9000"
"39623","M","1934","married","&quot;C: 50,000 - 69,999&quot;","1500"
"43178","M","1974","","&quot;C: 50,000 - 69,999&quot;","7000"
"24991","M","1967","","&quot;C: 50,000 - 69,999&quot;","9000"
"46957","M","1949","married","&quot;C: 50,000 - 69,999&quot;","1500"
"50512","M","1970","","&quot;C: 50,000 - 69,999&quot;","7000"
"4068","M","1963","","&quot;C: 50,000 - 69,999&quot;","9000"
"7623","M","1939","married","&quot;C: 50,000 - 69,999&quot;","1500"
"11179","M","1954","","&quot;C: 50,000 - 69,999&quot;","7000"
"14735","M","1981","","&quot;C: 50,000 - 69,999&quot;","9000"
"18290","M","1972","married","&quot;C: 50,000 - 69,999&quot;","1500"
"21845","M","1960","","&quot;C: 50,000 - 69,999&quot;","7000"
"25401","M","1926","","&quot;C: 50,000 - 69,999&quot;","11000"
"28957","M","1973","married","&quot;C: 50,000 - 69,999&quot;","1500"
"32512","M","1937","","&quot;C: 50,000 - 69,999&quot;","7000"
"36957","M","1948","married","&quot;C: 50,000 - 69,999&quot;","1500"
"40512","M","1951","","&quot;C: 50,000 - 69,999&quot;","7000"
"20078","M","1944","single","&quot;F: 110,000 - 129,999&quot;","3000"
"23634","M","1943","married","&quot;F: 110,000 - 129,999&quot;","5000"
"27189","M","1961","","&quot;F: 110,000 - 129,999&quot;","10000"
"30744","M","1980","single","&quot;F: 110,000 - 129,999&quot;","3000"
"34299","M","1940","married","&quot;F: 110,000 - 129,999&quot;","5000"
"38744","M","1984","single","&quot;F: 110,000 - 129,999&quot;","3000"
"42300","M","1975","married","&quot;F: 110,000 - 129,999&quot;","5000"
"16202","M","1947","","&quot;F: 110,000 - 129,999&quot;","10000"
"46078","M","1974","single","&quot;F: 110,000 - 129,999&quot;","3000"
"49633","M","1972","married","&quot;F: 110,000 - 129,999&quot;","5000"
"3189","M","1940","","&quot;F: 110,000 - 129,999&quot;","10000"
"6745","M","1946","single","&quot;F: 110,000 - 129,999&quot;","3000"
"10300","M","1964","married","&quot;F: 110,000 - 129,999&quot;","5000"
"13856","M","1949","","&quot;F: 110,000 - 129,999&quot;","10000"
"17411","M","1970","single","&quot;F: 110,000 - 129,999&quot;","3000"
"20966","M","1952","married","&quot;F: 110,000 - 129,999&quot;","5000"
"24523","M","1973","","&quot;F: 110,000 - 129,999&quot;","10000"
"28078","M","1966","single","&quot;F: 110,000 - 129,999&quot;","3000"
"22729","M","1956","","&quot;E: 90,000 - 109,999&quot;","10000"
"26285","M","1983","","&quot;E: 90,000 - 109,999&quot;","3000"
"29840","M","1974","married","&quot;E: 90,000 - 109,999&quot;","5000"
"33396","M","1962","","&quot;E: 90,000 - 109,999&quot;","10000"
"18253","F","1953","","&quot;E: 90,000 - 109,999&quot;","7000"
"21808","F","1944","","&quot;E: 90,000 - 109,999&quot;","9000"
"25364","F","1943","married","&quot;E: 90,000 - 109,999&quot;","1500"
"28920","F","1946","","&quot;E: 90,000 - 109,999&quot;","7000"
"32475","F","1942","","&quot;E: 90,000 - 109,999&quot;","9000"
"36920","F","1960","","&quot;E: 90,000 - 109,999&quot;","7000"
"40475","F","1979","","&quot;E: 90,000 - 109,999&quot;","9000"
"44030","F","1936","married","&quot;E: 90,000 - 109,999&quot;","1500"
"33502","F","1958","","&quot;E: 90,000 - 109,999&quot;","7000"
"47809","F","1937","","&quot;E: 90,000 - 109,999&quot;","9000"
"1365","F","1977","married","&quot;E: 90,000 - 109,999&quot;","1500"
"4920","F","1978","","&quot;E: 90,000 - 109,999&quot;","7000"
"8475","F","1939","","&quot;E: 90,000 - 109,999&quot;","9000"
"12030","F","1954","married","&quot;E: 90,000 - 109,999&quot;","1500"
"15587","F","1933","","&quot;E: 90,000 - 109,999&quot;","7000"
"19142","F","1944","","&quot;E: 90,000 - 109,999&quot;","9000"
"47947","F","1952","married","&quot;E: 90,000 - 109,999&quot;","1500"
"22697","F","1946","married","&quot;E: 90,000 - 109,999&quot;","1500"
"26253","F","1935","","&quot;E: 90,000 - 109,999&quot;","7000"
"29808","F","1940","","&quot;E: 90,000 - 109,999&quot;","9000"
"33364","F","1939","married","&quot;E: 90,000 - 109,999&quot;","1500"
"36032","F","1972","single","&quot;H: 150,000 - 169,999&quot;","3000"
"39587","F","1954","single","&quot;H: 150,000 - 169,999&quot;","5000"
"43142","F","1975","single","&quot;H: 150,000 - 169,999&quot;","10000"
"24625","F","1982","single","&quot;H: 150,000 - 169,999&quot;","3000"
"46921","F","1948","single","&quot;H: 150,000 - 169,999&quot;","7000"
"50476","F","1969","single","&quot;H: 150,000 - 169,999&quot;","10000"
"4032","F","1985","single","&quot;H: 150,000 - 169,999&quot;","3000"
"7587","F","1947","single","&quot;H: 150,000 - 169,999&quot;","7000"
"11143","F","1951","single","&quot;H: 150,000 - 169,999&quot;","10000"
"14699","F","1976","single","&quot;H: 150,000 - 169,999&quot;","3000"
"18254","F","1974","single","&quot;H: 150,000 - 169,999&quot;","5000"
"21809","F","1946","single","&quot;H: 150,000 - 169,999&quot;","15000"
"25365","F","1948","single","&quot;H: 150,000 - 169,999&quot;","5000"
"28921","F","1966","single","&quot;H: 150,000 - 169,999&quot;","5000"
"32476","F","1951","single","&quot;H: 150,000 - 169,999&quot;","10000"
"38698","F","1952","single","&quot;H: 150,000 - 169,999&quot;","3000"
"16486","F","1957","","&quot;G: 130,000 - 149,999&quot;","7000"
"20042","F","1959","single","&quot;G: 130,000 - 149,999&quot;","9000"
"12972","M","1960","single","&quot;H: 150,000 - 169,999&quot;","3000"
"16527","M","1955","single","&quot;H: 150,000 - 169,999&quot;","5000"
"20083","M","1961","single","&quot;H: 150,000 - 169,999&quot;","10000"
"23639","M","1949","single","&quot;H: 150,000 - 169,999&quot;","5000"
"27194","M","1980","single","&quot;H: 150,000 - 169,999&quot;","5000"
"30749","M","1981","single","&quot;H: 150,000 - 169,999&quot;","10000"
"34304","M","1948","single","&quot;H: 150,000 - 169,999&quot;","5000"
"37862","M","1926","","&quot;C: 50,000 - 69,999&quot;","11000"
"41417","M","1973","married","&quot;C: 50,000 - 69,999&quot;","1500"
"44972","M","1937","","&quot;C: 50,000 - 69,999&quot;","7000"
"7369","M","1931","","&quot;C: 50,000 - 69,999&quot;","7000"
"42924","M","1943","","&quot;C: 50,000 - 69,999&quot;","9000"
"48750","M","1961","married","&quot;C: 50,000 - 69,999&quot;","1500"
"2307","M","1946","","&quot;C: 50,000 - 69,999&quot;","7000"
"5862","M","1967","","&quot;C: 50,000 - 69,999&quot;","9000"
"9417","M","1949","married","&quot;C: 50,000 - 69,999&quot;","1500"
"12973","M","1970","","&quot;C: 50,000 - 69,999&quot;","7000"
"16528","M","1963","","&quot;C: 50,000 - 69,999&quot;","9000"
"20084","M","1939","married","&quot;C: 50,000 - 69,999&quot;","1500"
"23640","M","1954","","&quot;C: 50,000 - 69,999&quot;","7000"
"27195","M","1981","","&quot;C: 50,000 - 69,999&quot;","9000"
"30750","M","1972","married","&quot;C: 50,000 - 69,999&quot;","1500"
"34305","M","1960","","&quot;C: 50,000 - 69,999&quot;","7000"
"38750","M","1968","married","&quot;C: 50,000 - 69,999&quot;","1500"
"42306","M","1962","","&quot;C: 50,000 - 69,999&quot;","7000"
"16258","M","1942","","&quot;C: 50,000 - 69,999&quot;","9000"
"36094","F","1947","married","&quot;G: 130,000 - 149,999&quot;","7000"
"39649","F","1962","","&quot;G: 130,000 - 149,999&quot;","10000"
"43204","F","1981","single","&quot;G: 130,000 - 149,999&quot;","3000"
"25247","F","1954","married","&quot;G: 130,000 - 149,999&quot;","5000"
"46983","F","1960","","&quot;G: 130,000 - 149,999&quot;","10000"
"50538","F","1945","single","&quot;G: 130,000 - 149,999&quot;","5000"
"4094","F","1979","married","&quot;G: 130,000 - 149,999&quot;","5000"
"7649","F","1980","","&quot;G: 130,000 - 149,999&quot;","10000"
"11205","F","1945","single","&quot;G: 130,000 - 149,999&quot;","5000"
"14761","F","1956","married","&quot;G: 130,000 - 149,999&quot;","5000"
"18316","F","1941","","&quot;G: 130,000 - 149,999&quot;","15000"
"21871","F","1946","single","&quot;G: 130,000 - 149,999&quot;","5000"
"25427","F","1948","married","&quot;G: 130,000 - 149,999&quot;","7000"
"28983","F","1943","","&quot;G: 130,000 - 149,999&quot;","15000"
"32538","F","1948","single","&quot;G: 130,000 - 149,999&quot;","5000"
"38760","F","1982","married","&quot;G: 130,000 - 149,999&quot;","5000"
"42316","F","1957","","&quot;G: 130,000 - 149,999&quot;","10000"
"16358","F","1947","single","&quot;G: 130,000 - 149,999&quot;","5000"
"46094","F","1951","married","&quot;G: 130,000 - 149,999&quot;","5000"
"22720","F","1970","married","&quot;E: 90,000 - 109,999&quot;","5000"
"26276","F","1964","","&quot;E: 90,000 - 109,999&quot;","10000"
"29831","F","1981","","&quot;E: 90,000 - 109,999&quot;","3000"
"33387","F","1950","married","&quot;E: 90,000 - 109,999&quot;","5000"
"6731","M","1967","single","&quot;I: 170,000 - 189,999&quot;","1500"
"10286","M","1952","single","&quot;I: 170,000 - 189,999&quot;","7000"
"13842","M","1973","single","&quot;I: 170,000 - 189,999&quot;","9000"
"17397","M","1955","single","&quot;I: 170,000 - 189,999&quot;","1500"
"20952","M","1976","single","&quot;I: 170,000 - 189,999&quot;","7000"
"24509","M","1969","single","&quot;I: 170,000 - 189,999&quot;","9000"
"28064","M","1957","single","&quot;I: 170,000 - 189,999&quot;","1500"
"31619","M","1960","single","&quot;I: 170,000 - 189,999&quot;","7000"
"35175","M","1987","single","&quot;I: 170,000 - 189,999&quot;","9000"
"37842","M","1986","single","&quot;I: 170,000 - 189,999&quot;","9000"
"41397","M","1950","single","&quot;I: 170,000 - 189,999&quot;","1500"
"44952","M","1953","single","&quot;I: 170,000 - 189,999&quot;","7000"
"7169","M","1982","single","&quot;I: 170,000 - 189,999&quot;","7000"
"42724","M","1951","single","&quot;I: 170,000 - 189,999&quot;","9000"
"48730","M","1958","single","&quot;I: 170,000 - 189,999&quot;","1500"
